time,temp,device
10/28/2024 23:30:00,19.17,B12
10/29/2024 00:00:00,19.22,B12
10/29/2024 00:30:00,19.17,B12
10/29/2024 01:00:00,19.17,B12
10/29/2024 01:30:00,19.22,B12
10/29/2024 02:00:00,19.22,B12
10/29/2024 02:30:00,19.17,B12
10/29/2024 03:00:00,19.17,B12
10/29/2024 03:30:00,19.17,B12
10/29/2024 04:00:00,19.26,B12
10/29/2024 04:30:00,19.22,B12
10/29/2024 05:00:00,19.22,B12
10/29/2024 05:30:00,19.22,B12
10/29/2024 06:00:00,19.17,B12
10/29/2024 06:30:00,19.22,B12
10/29/2024 07:00:00,19.22,B12
10/29/2024 07:30:00,19.17,B12
10/29/2024 08:00:00,19.17,B12
10/29/2024 08:30:00,19.22,B12
10/29/2024 09:00:00,19.22,B12
10/29/2024 09:30:00,19.26,B12
10/29/2024 10:00:00,19.22,B12
10/29/2024 10:30:00,19.17,B12
10/29/2024 11:00:00,19.22,B12
10/29/2024 11:30:00,19.22,B12
10/29/2024 12:00:00,19.22,B12
10/29/2024 12:30:00,19.22,B12
10/29/2024 13:00:00,19.22,B12
10/29/2024 13:30:00,19.22,B12
10/29/2024 14:00:00,19.26,B12
10/29/2024 14:30:00,19.26,B12
10/29/2024 15:00:00,19.26,B12
10/29/2024 15:30:00,19.26,B12
10/29/2024 16:00:00,19.26,B12
10/29/2024 16:30:00,19.3,B12
10/29/2024 17:00:00,19.26,B12
10/29/2024 17:30:00,19.3,B12
10/29/2024 18:00:00,19.26,B12
10/29/2024 18:30:00,19.3,B12
10/29/2024 19:00:00,19.26,B12
10/29/2024 19:30:00,19.3,B12
10/29/2024 20:00:00,19.35,B12
10/29/2024 20:30:00,19.3,B12
10/29/2024 21:00:00,19.35,B12
10/29/2024 21:30:00,19.35,B12
10/29/2024 22:00:00,19.35,B12
10/29/2024 22:30:00,19.26,B12
10/29/2024 23:00:00,19.3,B12
10/29/2024 23:30:00,19.35,B12
10/30/2024 00:00:00,19.35,B12
10/30/2024 00:30:00,19.3,B12
10/30/2024 01:00:00,19.35,B12
10/30/2024 01:30:00,19.35,B12
10/30/2024 02:00:00,19.35,B12
10/30/2024 02:30:00,19.35,B12
10/30/2024 03:00:00,19.35,B12
10/30/2024 03:30:00,19.3,B12
10/30/2024 04:00:00,19.35,B12
10/30/2024 04:30:00,19.35,B12
10/30/2024 05:00:00,19.35,B12
10/30/2024 05:30:00,19.3,B12
10/30/2024 06:00:00,19.35,B12
10/30/2024 06:30:00,19.35,B12
10/30/2024 07:00:00,19.3,B12
10/30/2024 07:30:00,19.3,B12
10/30/2024 08:00:00,19.35,B12
10/30/2024 08:30:00,19.35,B12
10/30/2024 09:00:00,19.3,B12
10/30/2024 09:30:00,19.35,B12
10/30/2024 10:00:00,19.3,B12
10/30/2024 10:30:00,19.39,B12
10/30/2024 11:00:00,19.35,B12
10/30/2024 11:30:00,19.35,B12
10/30/2024 12:00:00,19.35,B12
10/30/2024 12:30:00,19.39,B12
10/30/2024 13:00:00,19.39,B12
10/30/2024 13:30:00,19.39,B12
10/30/2024 14:00:00,19.43,B12
10/30/2024 14:30:00,19.52,B12
10/30/2024 15:00:00,19.52,B12
10/30/2024 15:30:00,19.52,B12
10/30/2024 16:00:00,19.56,B12
10/30/2024 16:30:00,19.6,B12
10/30/2024 17:00:00,19.65,B12
10/30/2024 17:30:00,19.69,B12
10/30/2024 18:00:00,19.65,B12
10/30/2024 18:30:00,19.69,B12
10/30/2024 19:00:00,19.69,B12
10/30/2024 19:30:00,19.73,B12
10/30/2024 20:00:00,19.73,B12
10/30/2024 20:30:00,19.77,B12
10/30/2024 21:00:00,19.73,B12
10/30/2024 21:30:00,19.73,B12
10/30/2024 22:00:00,19.73,B12
10/30/2024 22:30:00,19.77,B12
10/30/2024 23:00:00,19.73,B12
10/30/2024 23:30:00,19.77,B12
10/31/2024 00:00:00,19.73,B12
10/31/2024 00:30:00,19.69,B12
10/31/2024 01:00:00,19.69,B12
10/31/2024 01:30:00,19.77,B12
10/31/2024 02:00:00,19.73,B12
10/31/2024 02:30:00,19.65,B12
10/31/2024 03:00:00,19.65,B12
10/31/2024 03:30:00,19.65,B12
10/31/2024 04:00:00,19.6,B12
10/31/2024 04:30:00,19.56,B12
10/31/2024 05:00:00,19.56,B12
